Region,Product_Type,Sales_Amount,Payment_Method,Transaction_Time
West,Furniture,348,Credit Card,9:00 PM
South,Furniture,578,Credit Card,4:00 PM
West,Clothing,403,Credit Card,9:00 AM
East,Electronics,677,Bitcoin,9:00 PM
West,Electronics,201,PayPal,3:00 PM
East,Toys,379,Debit Card,6:00 PM
North,Furniture,165,Bitcoin,6:00 PM
North,Furniture,591,Bitcoin,8:00 PM
East,Electronics,372,Cash,12:00 PM
West,Clothing,612,Debit Card,8:00 PM
North,Electronics,621,Credit Card,2:00 PM
South,Clothing,278,Bitcoin,2:00 PM
North,Furniture,820,Debit Card,1:00 PM
South,Toys,409,Cash,6:00 PM
West,Groceries,54,PayPal,5:00 PM
South,Furniture,77,Debit Card,7:00 PM
South,Clothing,815,Credit Card,6:00 PM
South,Electronics,413,Bitcoin,4:00 PM
South,Furniture,511,PayPal,8:00 PM
North,Toys,280,Cash,2:00 PM
South,Clothing,444,Credit Card,12:00 PM
North,Electronics,918,PayPal,9:00 PM
South,Groceries,761,Cash,12:00 PM
East,Clothing,893,Credit Card,9:00 PM
West,Electronics,320,Bitcoin,5:00 PM
South,Groceries,900,Cash,8:00 PM
East,Electronics,353,PayPal,9:00 PM
South,Groceries,432,Credit Card,12:00 PM
South,Groceries,607,Debit Card,9:00 PM
South,Groceries,77,Credit Card,3:00 PM
East,Electronics,568,PayPal,2:00 PM
West,Groceries,793,PayPal,10:00 AM
East,Clothing,248,Debit Card,1:00 PM
West,Toys,655,PayPal,11:00 AM
South,Toys,131,Credit Card,5:00 PM
North,Groceries,137,Cash,6:00 PM
South,Toys,439,Credit Card,9:00 AM
West,Toys,747,PayPal,6:00 PM
East,Groceries,804,Debit Card,12:00 PM
South,Groceries,629,Debit Card,9:00 PM
East,Clothing,872,Bitcoin,12:00 PM
East,Furniture,500,Debit Card,5:00 PM
East,Electronics,482,Debit Card,9:00 AM
South,Groceries,423,PayPal,10:00 AM
East,Groceries,484,Cash,9:00 AM
East,Toys,236,Cash,9:00 PM
South,Clothing,800,PayPal,9:00 AM
East,Toys,439,Debit Card,8:00 PM
South,Groceries,267,Credit Card,9:00 PM
West,Groceries,157,Cash,9:00 AM
West,Toys,868,PayPal,11:00 AM
West,Groceries,599,Credit Card,7:00 PM
East,Furniture,956,Debit Card,12:00 PM
North,Electronics,997,PayPal,6:00 PM
North,Electronics,398,Cash,10:00 AM
East,Electronics,837,Credit Card,9:00 AM
North,Furniture,571,Credit Card,1:00 PM
South,Groceries,75,Cash,2:00 PM
North,Toys,97,Credit Card,10:00 AM
East,Clothing,908,Cash,11:00 AM
East,Groceries,419,PayPal,6:00 PM
South,Furniture,63,Bitcoin,11:00 AM
West,Furniture,661,Debit Card,10:00 AM
East,Electronics,236,PayPal,12:00 PM
South,Groceries,573,Debit Card,1:00 PM
North,Electronics,933,Debit Card,4:00 PM
North,Clothing,940,Cash,2:00 PM
South,Electronics,328,Bitcoin,5:00 PM
South,Clothing,390,Debit Card,11:00 AM
East,Furniture,377,Debit Card,6:00 PM
North,Electronics,728,PayPal,5:00 PM
South,Electronics,683,Bitcoin,7:00 PM
North,Toys,954,Bitcoin,7:00 PM
South,Furniture,656,Debit Card,12:00 PM
North,Toys,74,Bitcoin,4:00 PM
West,Clothing,578,PayPal,6:00 PM
East,Clothing,475,Cash,3:00 PM
North,Furniture,78,Debit Card,3:00 PM
West,Clothing,372,Credit Card,5:00 PM
North,Furniture,902,Debit Card,6:00 PM
North,Clothing,362,Debit Card,10:00 AM
West,Groceries,633,Cash,1:00 PM
North,Electronics,319,Credit Card,11:00 AM
North,Groceries,811,Credit Card,3:00 PM
East,Furniture,344,Credit Card,11:00 AM
West,Furniture,705,Cash,1:00 PM
West,Groceries,835,Bitcoin,1:00 PM
South,Electronics,272,Credit Card,10:00 AM
North,Electronics,124,Bitcoin,7:00 PM
East,Toys,151,PayPal,9:00 AM
North,Clothing,581,Cash,8:00 PM
North,Toys,678,Bitcoin,2:00 PM
South,Electronics,735,Credit Card,9:00 PM
North,Groceries,934,Credit Card,9:00 AM
East,Clothing,222,Bitcoin,5:00 PM
East,Groceries,53,Bitcoin,6:00 PM
South,Toys,901,PayPal,1:00 PM
North,Furniture,528,Cash,9:00 AM
East,Groceries,709,Debit Card,8:00 PM
North,Toys,444,PayPal,4:00 PM
North,Toys,675,PayPal,9:00 AM
North,Toys,882,PayPal,12:00 PM
South,Furniture,963,Credit Card,3:00 PM
North,Furniture,216,Bitcoin,12:00 PM
East,Furniture,349,Cash,8:00 PM
North,Clothing,167,Credit Card,1:00 PM
East,Furniture,561,PayPal,3:00 PM
North,Furniture,661,Cash,12:00 PM
East,Furniture,835,Credit Card,1:00 PM
East,Groceries,224,Debit Card,3:00 PM
North,Furniture,208,PayPal,9:00 AM
North,Clothing,433,Credit Card,8:00 PM
East,Toys,276,Credit Card,11:00 AM
West,Groceries,984,PayPal,9:00 AM
South,Electronics,87,Debit Card,11:00 AM
West,Furniture,512,Bitcoin,7:00 PM
West,Toys,480,Debit Card,10:00 AM
North,Toys,759,PayPal,1:00 PM
South,Groceries,697,Bitcoin,6:00 PM
West,Electronics,153,Credit Card,1:00 PM
North,Clothing,242,Debit Card,6:00 PM
West,Toys,299,Debit Card,5:00 PM
West,Toys,62,Bitcoin,4:00 PM
North,Toys,616,Credit Card,11:00 AM
North,Toys,905,Debit Card,9:00 AM
North,Groceries,646,Bitcoin,1:00 PM
South,Electronics,670,Debit Card,7:00 PM
West,Toys,604,Credit Card,11:00 AM
North,Clothing,437,Credit Card,1:00 PM
East,Clothing,120,Cash,5:00 PM
West,Furniture,829,Bitcoin,7:00 PM
East,Toys,620,PayPal,9:00 AM
South,Toys,487,Debit Card,9:00 AM
North,Toys,93,Credit Card,5:00 PM
East,Toys,321,Debit Card,11:00 AM
South,Toys,951,Debit Card,8:00 PM
North,Clothing,63,PayPal,6:00 PM
East,Electronics,420,Credit Card,1:00 PM
East,Electronics,161,Cash,5:00 PM
South,Furniture,428,Bitcoin,7:00 PM
North,Clothing,363,Debit Card,1:00 PM
North,Toys,464,PayPal,8:00 PM
East,Electronics,789,PayPal,8:00 PM
East,Groceries,534,Bitcoin,11:00 AM
East,Groceries,218,Bitcoin,5:00 PM
North,Groceries,937,Credit Card,8:00 PM
South,Toys,852,Debit Card,3:00 PM
South,Toys,295,Debit Card,8:00 PM
North,Furniture,315,Bitcoin,8:00 PM
West,Furniture,898,Cash,3:00 PM
South,Furniture,292,Debit Card,4:00 PM
East,Groceries,719,PayPal,7:00 PM
West,Toys,349,Bitcoin,1:00 PM
West,Groceries,376,Debit Card,10:00 AM
South,Furniture,579,Credit Card,7:00 PM
West,Toys,644,Bitcoin,5:00 PM
West,Clothing,896,PayPal,11:00 AM
South,Electronics,792,Credit Card,7:00 PM
South,Electronics,391,Bitcoin,10:00 AM
West,Furniture,814,Bitcoin,6:00 PM
East,Groceries,728,Debit Card,6:00 PM
North,Clothing,603,Credit Card,1:00 PM
West,Toys,298,Bitcoin,4:00 PM
West,Groceries,809,PayPal,11:00 AM
East,Furniture,999,Credit Card,2:00 PM
West,Groceries,429,Debit Card,5:00 PM
West,Furniture,847,Cash,10:00 AM
North,Electronics,581,Bitcoin,4:00 PM
North,Electronics,943,Cash,6:00 PM
North,Groceries,913,Bitcoin,3:00 PM
South,Clothing,430,Debit Card,11:00 AM
South,Toys,91,Debit Card,9:00 AM
North,Furniture,394,Debit Card,2:00 PM
North,Toys,648,Debit Card,10:00 AM
South,Electronics,310,Credit Card,11:00 AM
East,Clothing,355,Credit Card,8:00 PM
West,Clothing,858,Bitcoin,1:00 PM
West,Toys,911,Credit Card,7:00 PM
North,Electronics,289,Bitcoin,4:00 PM
East,Toys,728,Credit Card,10:00 AM
South,Groceries,362,Credit Card,2:00 PM
North,Clothing,780,Credit Card,9:00 AM
East,Clothing,490,PayPal,3:00 PM
East,Groceries,982,Debit Card,12:00 PM
East,Electronics,952,PayPal,9:00 AM
South,Clothing,182,Credit Card,5:00 PM
South,Furniture,768,Credit Card,5:00 PM
West,Furniture,100,PayPal,7:00 PM
West,Electronics,667,Bitcoin,11:00 AM
East,Groceries,441,Debit Card,2:00 PM
East,Toys,745,Bitcoin,3:00 PM
South,Electronics,762,Debit Card,9:00 PM
West,Toys,572,Cash,12:00 PM
East,Electronics,815,Debit Card,2:00 PM
West,Furniture,557,Bitcoin,5:00 PM
West,Groceries,711,Debit Card,6:00 PM
East,Furniture,403,Cash,2:00 PM
South,Groceries,916,Cash,3:00 PM
East,Toys,444,Credit Card,2:00 PM
East,Electronics,145,Cash,3:00 PM
West,Clothing,155,PayPal,9:00 AM
East,Clothing,704,Bitcoin,2:00 PM
South,Groceries,727,PayPal,8:00 PM
East,Groceries,562,PayPal,5:00 PM
South,Furniture,607,Bitcoin,7:00 PM
South,Clothing,291,PayPal,11:00 AM
West,Furniture,905,PayPal,2:00 PM
North,Toys,988,PayPal,12:00 PM
North,Clothing,537,Cash,3:00 PM
West,Toys,839,Bitcoin,3:00 PM
East,Electronics,564,Bitcoin,9:00 PM
West,Furniture,703,Bitcoin,5:00 PM
South,Groceries,947,PayPal,12:00 PM
North,Clothing,110,Cash,4:00 PM
West,Furniture,465,Bitcoin,4:00 PM
East,Groceries,343,Debit Card,4:00 PM
West,Electronics,786,Bitcoin,4:00 PM
North,Clothing,351,Credit Card,2:00 PM
West,Toys,219,Debit Card,4:00 PM
West,Electronics,695,Bitcoin,2:00 PM
North,Groceries,90,PayPal,6:00 PM
South,Clothing,280,Bitcoin,10:00 AM
South,Clothing,458,Cash,9:00 PM
North,Electronics,787,Cash,11:00 AM
West,Clothing,700,Bitcoin,2:00 PM
North,Groceries,671,PayPal,3:00 PM
South,Electronics,346,PayPal,12:00 PM
East,Toys,504,PayPal,9:00 AM
West,Electronics,106,Bitcoin,12:00 PM
South,Electronics,991,Bitcoin,2:00 PM
West,Toys,684,Credit Card,4:00 PM
North,Groceries,289,Cash,9:00 PM
East,Furniture,647,Debit Card,8:00 PM
North,Furniture,225,Debit Card,9:00 PM
East,Toys,112,Cash,9:00 PM
West,Groceries,600,Credit Card,9:00 PM
West,Clothing,187,Cash,12:00 PM
North,Toys,503,Credit Card,6:00 PM
East,Furniture,802,Credit Card,9:00 AM
East,Groceries,498,PayPal,1:00 PM
West,Electronics,275,Cash,3:00 PM
North,Groceries,492,Debit Card,2:00 PM
East,Groceries,255,Bitcoin,11:00 AM
West,Furniture,725,Bitcoin,9:00 PM
South,Furniture,76,Cash,3:00 PM
North,Clothing,506,Bitcoin,12:00 PM
South,Clothing,744,Credit Card,1:00 PM
North,Toys,759,Bitcoin,7:00 PM
West,Electronics,898,Credit Card,3:00 PM
East,Clothing,998,Credit Card,10:00 AM
East,Furniture,156,Debit Card,12:00 PM
East,Groceries,493,Bitcoin,12:00 PM
North,Toys,750,Debit Card,2:00 PM
West,Clothing,85,Bitcoin,8:00 PM
South,Groceries,646,Credit Card,7:00 PM
West,Groceries,204,Bitcoin,3:00 PM
South,Clothing,218,Debit Card,12:00 PM
North,Electronics,845,PayPal,6:00 PM
North,Electronics,321,Debit Card,9:00 AM
South,Toys,596,PayPal,9:00 AM
South,Electronics,469,Cash,1:00 PM
South,Toys,233,Debit Card,9:00 AM
West,Furniture,660,Bitcoin,11:00 AM
South,Clothing,286,PayPal,5:00 PM
North,Groceries,964,Bitcoin,11:00 AM
North,Toys,558,PayPal,11:00 AM
East,Electronics,490,Debit Card,9:00 PM
South,Toys,171,Debit Card,5:00 PM
West,Toys,466,Bitcoin,1:00 PM
West,Electronics,584,Debit Card,8:00 PM
West,Electronics,424,Bitcoin,4:00 PM
East,Clothing,624,Credit Card,6:00 PM
North,Groceries,375,PayPal,5:00 PM
West,Clothing,529,Bitcoin,8:00 PM
North,Clothing,199,PayPal,2:00 PM
East,Electronics,756,Credit Card,3:00 PM
South,Electronics,641,PayPal,3:00 PM
South,Groceries,539,Bitcoin,3:00 PM
South,Toys,876,Debit Card,12:00 PM
West,Clothing,202,PayPal,9:00 PM
South,Groceries,66,PayPal,9:00 PM
West,Clothing,600,Credit Card,10:00 AM
East,Toys,894,Cash,10:00 AM
East,Clothing,397,Debit Card,3:00 PM
West,Furniture,508,Bitcoin,6:00 PM
North,Groceries,251,Credit Card,3:00 PM
South,Electronics,472,Bitcoin,6:00 PM
South,Clothing,329,Bitcoin,3:00 PM
South,Groceries,471,PayPal,9:00 PM
West,Groceries,649,Credit Card,4:00 PM
East,Clothing,514,Credit Card,11:00 AM
South,Electronics,861,Debit Card,9:00 PM
East,Electronics,853,Cash,7:00 PM
South,Clothing,404,Bitcoin,1:00 PM
South,Groceries,631,Debit Card,2:00 PM
West,Electronics,427,Debit Card,9:00 PM
North,Clothing,173,Bitcoin,4:00 PM
West,Clothing,129,PayPal,4:00 PM
South,Clothing,606,PayPal,6:00 PM
South,Groceries,282,Bitcoin,11:00 AM
North,Electronics,529,Credit Card,8:00 PM
East,Groceries,203,Cash,12:00 PM
East,Furniture,956,PayPal,2:00 PM
South,Electronics,741,Cash,12:00 PM
East,Groceries,458,Debit Card,6:00 PM
South,Electronics,80,Debit Card,12:00 PM
North,Furniture,646,Bitcoin,1:00 PM
North,Toys,606,Bitcoin,6:00 PM
South,Clothing,552,Bitcoin,3:00 PM
North,Groceries,420,PayPal,8:00 PM
West,Furniture,372,Cash,10:00 AM
West,Furniture,381,Debit Card,9:00 PM
North,Electronics,292,Cash,10:00 AM
South,Electronics,601,PayPal,8:00 PM
South,Clothing,479,Cash,6:00 PM
North,Electronics,231,Cash,5:00 PM
East,Groceries,858,Bitcoin,12:00 PM
West,Groceries,522,Cash,1:00 PM
East,Groceries,425,Cash,11:00 AM
South,Toys,130,Cash,10:00 AM
South,Groceries,599,Credit Card,6:00 PM
East,Electronics,917,Debit Card,4:00 PM
North,Electronics,469,Debit Card,12:00 PM
East,Groceries,516,Cash,8:00 PM
East,Furniture,477,Bitcoin,9:00 AM
West,Furniture,106,Bitcoin,9:00 PM
West,Furniture,371,Bitcoin,2:00 PM
East,Clothing,591,Debit Card,2:00 PM
East,Toys,544,PayPal,10:00 AM
South,Groceries,315,Cash,10:00 AM
West,Clothing,276,Debit Card,4:00 PM
West,Furniture,878,Bitcoin,7:00 PM
South,Groceries,853,Debit Card,3:00 PM
North,Clothing,103,Debit Card,10:00 AM
West,Electronics,658,Debit Card,6:00 PM
West,Furniture,53,Bitcoin,9:00 AM
North,Clothing,488,PayPal,7:00 PM
West,Electronics,359,Credit Card,4:00 PM
West,Furniture,928,Cash,6:00 PM
North,Toys,652,Cash,10:00 AM
North,Furniture,138,Debit Card,1:00 PM
East,Toys,369,PayPal,2:00 PM
South,Toys,424,Bitcoin,6:00 PM
South,Toys,653,Credit Card,9:00 AM
North,Groceries,550,Credit Card,10:00 AM
North,Groceries,711,Debit Card,6:00 PM
West,Toys,283,Debit Card,12:00 PM
East,Electronics,970,Bitcoin,10:00 AM
East,Toys,386,Bitcoin,7:00 PM
North,Clothing,620,Bitcoin,2:00 PM
West,Toys,234,Debit Card,12:00 PM
West,Groceries,487,PayPal,7:00 PM
South,Groceries,605,Debit Card,11:00 AM
South,Clothing,229,Debit Card,2:00 PM
West,Clothing,125,Credit Card,5:00 PM
South,Furniture,705,Bitcoin,4:00 PM
North,Electronics,662,Cash,10:00 AM
West,Electronics,942,Bitcoin,11:00 AM
South,Electronics,321,PayPal,10:00 AM
East,Groceries,104,PayPal,6:00 PM
West,Electronics,750,Bitcoin,3:00 PM
West,Furniture,912,Bitcoin,5:00 PM
East,Furniture,896,Debit Card,9:00 AM
North,Electronics,126,Cash,7:00 PM
East,Clothing,345,Debit Card,11:00 AM
West,Furniture,268,Credit Card,2:00 PM
North,Clothing,326,Credit Card,12:00 PM
South,Groceries,627,PayPal,6:00 PM
South,Furniture,697,PayPal,6:00 PM
South,Clothing,795,Cash,9:00 AM
West,Electronics,760,PayPal,5:00 PM
East,Groceries,315,Credit Card,3:00 PM
North,Toys,949,Cash,7:00 PM
South,Toys,92,Credit Card,8:00 PM
North,Electronics,410,Bitcoin,3:00 PM
West,Groceries,277,Bitcoin,8:00 PM
South,Groceries,276,Cash,9:00 AM
West,Groceries,112,Debit Card,5:00 PM
East,Groceries,220,PayPal,8:00 PM
West,Toys,811,Cash,8:00 PM
West,Clothing,899,PayPal,4:00 PM
East,Groceries,811,Credit Card,7:00 PM
North,Clothing,356,Debit Card,8:00 PM
East,Groceries,799,PayPal,6:00 PM
East,Furniture,617,Bitcoin,8:00 PM
West,Furniture,732,Bitcoin,1:00 PM
North,Furniture,969,Credit Card,12:00 PM
South,Groceries,83,Cash,9:00 AM
East,Clothing,876,PayPal,5:00 PM
North,Toys,691,Credit Card,4:00 PM
East,Electronics,179,Bitcoin,9:00 PM
East,Toys,443,Bitcoin,10:00 AM
East,Groceries,200,Bitcoin,12:00 PM
East,Furniture,704,Debit Card,12:00 PM
West,Furniture,679,Debit Card,9:00 PM
North,Clothing,765,Bitcoin,3:00 PM
North,Groceries,433,Cash,11:00 AM
North,Toys,796,Debit Card,4:00 PM
East,Groceries,66,PayPal,7:00 PM
West,Groceries,643,Debit Card,3:00 PM
East,Furniture,63,PayPal,6:00 PM
East,Toys,130,Debit Card,8:00 PM
North,Electronics,256,Bitcoin,8:00 PM
East,Furniture,253,PayPal,12:00 PM
South,Toys,428,Cash,5:00 PM
East,Clothing,833,Debit Card,2:00 PM
South,Furniture,593,Debit Card,11:00 AM
East,Clothing,72,Bitcoin,3:00 PM
West,Furniture,663,PayPal,2:00 PM
West,Groceries,211,Bitcoin,4:00 PM
North,Toys,659,PayPal,1:00 PM
East,Clothing,193,Debit Card,2:00 PM
South,Furniture,979,Debit Card,9:00 AM
South,Clothing,153,Debit Card,4:00 PM
East,Furniture,431,Debit Card,9:00 AM
South,Furniture,504,Credit Card,11:00 AM
West,Electronics,466,Debit Card,8:00 PM
South,Electronics,373,Debit Card,10:00 AM
North,Electronics,220,PayPal,2:00 PM
West,Clothing,625,Debit Card,4:00 PM
West,Groceries,805,Debit Card,4:00 PM
West,Furniture,632,PayPal,3:00 PM
East,Toys,323,Debit Card,3:00 PM
East,Electronics,501,Debit Card,4:00 PM
West,Clothing,930,Bitcoin,1:00 PM
East,Clothing,174,Credit Card,11:00 AM
South,Clothing,432,PayPal,10:00 AM
East,Toys,366,Bitcoin,11:00 AM
East,Toys,892,Cash,7:00 PM
West,Electronics,156,Cash,7:00 PM
North,Toys,709,Credit Card,11:00 AM
North,Electronics,956,Cash,8:00 PM
North,Toys,512,Credit Card,3:00 PM
South,Toys,479,Cash,9:00 AM
East,Toys,753,Cash,3:00 PM
North,Electronics,386,Bitcoin,2:00 PM
West,Furniture,787,Cash,7:00 PM
North,Electronics,803,Credit Card,6:00 PM
North,Furniture,545,Debit Card,10:00 AM
East,Clothing,411,Debit Card,6:00 PM
East,Clothing,845,Debit Card,9:00 AM
East,Electronics,481,Credit Card,5:00 PM
South,Furniture,724,Credit Card,10:00 AM
South,Furniture,569,Debit Card,12:00 PM
North,Furniture,908,Cash,5:00 PM
East,Clothing,455,Debit Card,5:00 PM
North,Electronics,426,PayPal,8:00 PM
West,Groceries,201,Credit Card,7:00 PM
West,Furniture,371,PayPal,9:00 AM
East,Furniture,656,PayPal,10:00 AM
East,Groceries,263,Credit Card,10:00 AM
West,Electronics,625,Debit Card,8:00 PM
East,Furniture,114,Bitcoin,10:00 AM
South,Electronics,942,PayPal,4:00 PM
South,Furniture,319,Debit Card,9:00 PM
East,Toys,586,Bitcoin,4:00 PM
West,Furniture,149,PayPal,6:00 PM
North,Toys,154,Debit Card,8:00 PM
East,Electronics,180,PayPal,4:00 PM
East,Furniture,438,Debit Card,8:00 PM
North,Clothing,370,Cash,12:00 PM
East,Clothing,487,Cash,4:00 PM
North,Groceries,68,Credit Card,9:00 PM
West,Clothing,274,Bitcoin,3:00 PM
South,Toys,667,PayPal,4:00 PM
West,Clothing,615,PayPal,9:00 AM
South,Clothing,509,Debit Card,11:00 AM
North,Clothing,443,Bitcoin,6:00 PM
South,Furniture,275,PayPal,2:00 PM
West,Groceries,961,Bitcoin,9:00 AM
South,Electronics,409,Bitcoin,12:00 PM
North,Groceries,479,Cash,5:00 PM
South,Toys,974,PayPal,3:00 PM
East,Furniture,64,PayPal,9:00 AM
West,Furniture,609,Credit Card,9:00 PM
East,Clothing,700,Bitcoin,8:00 PM
North,Clothing,595,Debit Card,2:00 PM
South,Toys,981,Cash,2:00 PM
East,Furniture,463,Credit Card,8:00 PM
East,Electronics,404,Cash,10:00 AM
South,Groceries,506,Debit Card,2:00 PM
South,Furniture,771,Credit Card,6:00 PM
West,Electronics,580,Cash,10:00 AM
East,Electronics,245,Debit Card,4:00 PM
East,Groceries,887,Credit Card,3:00 PM
North,Electronics,164,Debit Card,2:00 PM
West,Toys,466,Credit Card,6:00 PM
North,Electronics,401,PayPal,2:00 PM
East,Toys,124,PayPal,5:00 PM
North,Electronics,711,Cash,5:00 PM
East,Clothing,85,Bitcoin,6:00 PM
East,Electronics,291,Bitcoin,6:00 PM
North,Toys,712,Debit Card,10:00 AM
North,Electronics,112,Credit Card,11:00 AM
South,Electronics,715,PayPal,6:00 PM
South,Electronics,558,Bitcoin,3:00 PM
South,Toys,237,PayPal,7:00 PM
East,Electronics,784,Debit Card,6:00 PM
North,Groceries,142,Debit Card,8:00 PM
West,Groceries,54,Credit Card,9:00 PM
East,Toys,487,Bitcoin,5:00 PM
West,Clothing,215,Debit Card,8:00 PM
North,Groceries,495,Debit Card,9:00 PM
East,Furniture,74,PayPal,2:00 PM
West,Groceries,557,Cash,7:00 PM
West,Furniture,147,Bitcoin,9:00 AM
South,Toys,317,Credit Card,7:00 PM
South,Clothing,711,Credit Card,3:00 PM
South,Furniture,442,PayPal,7:00 PM
East,Furniture,813,Credit Card,9:00 AM
North,Groceries,645,Debit Card,1:00 PM
North,Furniture,334,Bitcoin,5:00 PM
South,Toys,733,Credit Card,6:00 PM
South,Toys,782,Bitcoin,7:00 PM
South,Toys,158,Credit Card,6:00 PM
West,Groceries,76,Cash,5:00 PM
South,Clothing,807,Cash,9:00 AM
West,Groceries,104,Bitcoin,2:00 PM
North,Toys,182,Cash,9:00 PM
East,Groceries,101,Cash,11:00 AM
East,Toys,542,Debit Card,8:00 PM
East,Electronics,814,Credit Card,5:00 PM
East,Electronics,830,Cash,8:00 PM
West,Furniture,347,Bitcoin,11:00 AM
West,Clothing,448,Debit Card,10:00 AM
South,Electronics,640,Cash,4:00 PM
West,Toys,67,Bitcoin,11:00 AM
South,Groceries,867,Credit Card,1:00 PM
South,Groceries,819,Cash,8:00 PM
East,Furniture,904,Bitcoin,2:00 PM
West,Groceries,668,Bitcoin,8:00 PM
West,Electronics,958,PayPal,6:00 PM
South,Groceries,608,Bitcoin,6:00 PM
South,Electronics,295,PayPal,9:00 AM
North,Electronics,552,Credit Card,3:00 PM
North,Clothing,138,Credit Card,7:00 PM
South,Furniture,252,Debit Card,3:00 PM
North,Toys,995,PayPal,1:00 PM
North,Electronics,289,Bitcoin,5:00 PM
South,Furniture,539,Debit Card,7:00 PM
South,Toys,829,Debit Card,10:00 AM
West,Groceries,62,Credit Card,1:00 PM
South,Furniture,698,Bitcoin,10:00 AM
South,Furniture,364,PayPal,10:00 AM
East,Furniture,734,Credit Card,8:00 PM
West,Groceries,791,Debit Card,7:00 PM
West,Groceries,247,Cash,5:00 PM
West,Furniture,292,Debit Card,3:00 PM
East,Clothing,556,Cash,12:00 PM
South,Electronics,92,Credit Card,7:00 PM
West,Groceries,379,PayPal,4:00 PM
West,Clothing,840,Bitcoin,7:00 PM
North,Groceries,640,Cash,7:00 PM
West,Furniture,478,Bitcoin,9:00 PM
South,Clothing,840,Credit Card,12:00 PM
South,Toys,793,Credit Card,9:00 AM
North,Electronics,662,Credit Card,8:00 PM
West,Electronics,211,PayPal,6:00 PM
West,Groceries,705,Cash,11:00 AM
West,Electronics,670,Bitcoin,6:00 PM
East,Toys,484,Debit Card,8:00 PM
West,Clothing,282,Credit Card,9:00 AM
South,Clothing,160,Bitcoin,10:00 AM
South,Furniture,977,Bitcoin,10:00 AM
East,Clothing,983,PayPal,3:00 PM
East,Groceries,281,Cash,9:00 PM
West,Toys,799,PayPal,12:00 PM
North,Furniture,758,PayPal,6:00 PM
East,Groceries,322,Bitcoin,8:00 PM
East,Groceries,647,Cash,5:00 PM
West,Groceries,856,Cash,10:00 AM
West,Electronics,90,Cash,5:00 PM
East,Groceries,609,Credit Card,2:00 PM
North,Electronics,515,Cash,6:00 PM
East,Clothing,973,Bitcoin,4:00 PM
West,Electronics,126,Credit Card,3:00 PM
West,Groceries,739,Debit Card,7:00 PM
East,Toys,539,PayPal,9:00 PM
North,Toys,818,Cash,4:00 PM
East,Clothing,166,Debit Card,9:00 PM
East,Groceries,483,Cash,9:00 PM
West,Electronics,68,PayPal,5:00 PM
North,Toys,620,Bitcoin,8:00 PM
South,Furniture,245,Bitcoin,9:00 PM
North,Groceries,668,PayPal,4:00 PM
East,Groceries,500,Debit Card,2:00 PM
East,Furniture,474,Credit Card,4:00 PM
East,Toys,443,Credit Card,4:00 PM
North,Furniture,333,Cash,10:00 AM
West,Clothing,83,PayPal,10:00 AM
East,Electronics,344,PayPal,7:00 PM
East,Electronics,300,Credit Card,9:00 AM
North,Toys,687,Debit Card,6:00 PM
South,Furniture,388,PayPal,10:00 AM
South,Groceries,667,Bitcoin,3:00 PM
West,Groceries,489,Bitcoin,7:00 PM
West,Groceries,229,PayPal,11:00 AM
East,Clothing,671,Debit Card,12:00 PM
North,Clothing,277,Bitcoin,12:00 PM
East,Groceries,682,Debit Card,12:00 PM
West,Toys,668,Credit Card,10:00 AM
North,Clothing,692,Cash,7:00 PM
North,Clothing,72,Credit Card,2:00 PM
West,Electronics,706,Cash,9:00 AM
South,Electronics,376,Bitcoin,8:00 PM
South,Toys,203,Cash,1:00 PM
North,Clothing,668,Cash,10:00 AM
East,Clothing,195,PayPal,5:00 PM
South,Furniture,301,Cash,10:00 AM
East,Toys,351,PayPal,2:00 PM
South,Toys,119,Cash,12:00 PM
South,Furniture,592,PayPal,2:00 PM
East,Furniture,142,Bitcoin,10:00 AM
West,Electronics,698,Bitcoin,8:00 PM
